r_nm,g(r),H0(r)=g-1,H2(r)=g*C2,count_pairs
2.277500000000000000e+02,1.340432720074049788e+00,3.404327200740497883e-01,1.910828479342321310e-03,2.795900000000000000e+04
2.282500000000000000e+02,1.390939154916339016e+00,3.909391549163390156e-01,3.881507998796802396e-03,2.914000000000000000e+04
2.287500000000000000e+02,1.414948227977843587e+00,4.149482279778435867e-01,1.162857242624072956e-03,2.977300000000000000e+04
2.292500000000000000e+02,1.467740444864750637e+00,4.677404448647506374e-01,1.118633981099487716e-02,3.101900000000000000e+04
2.297500000000000000e+02,1.483784159071767306e+00,4.837841590717673057e-01,4.701775132260764024e-03,3.149500000000000000e+04
2.302500000000000000e+02,1.513231046407961911e+00,5.132310464079619106e-01,-9.844826680924076336e-04,3.226000000000000000e+04
2.307500000000000000e+02,1.539933722066620048e+00,5.399337220666200476e-01,5.862952049885314029e-03,3.297200000000000000e+04
2.312500000000000000e+02,1.531561154340854047e+00,5.315611543408540474e-01,-7.916292628161807846e-04,3.293500000000000000e+04
2.317500000000000000e+02,1.552833468459953625e+00,5.528334684599536253e-01,7.981862869969046396e-04,3.353700000000000000e+04
2.322500000000000000e+02,1.536242488395144878e+00,5.362424883951448784e-01,2.497954017761806061e-03,3.332200000000000000e+04
2.327500000000000000e+02,1.529649180601150960e+00,5.296491806011509595e-01,2.585190936272285193e-03,3.332200000000000000e+04
2.332500000000000000e+02,1.526206405203967220e+00,5.262064052039672202e-01,4.676900309507954316e-03,3.339000000000000000e+04
2.337500000000000000e+02,1.499021191819801757e+00,4.990211918198017571e-01,1.539598021351167674e-03,3.293600000000000000e+04
2.342500000000000000e+02,1.450889924099549644e+00,4.508899240995496438e-01,-1.618917875956470218e-03,3.201500000000000000e+04
2.347500000000000000e+02,1.403921828597695987e+00,4.039218285976959866e-01,-1.543806648606403827e-03,3.111100000000000000e+04
2.352500000000000000e+02,1.365068255611551429e+00,3.650682556115514288e-01,-2.650996466797313125e-03,3.037900000000000000e+04
2.357500000000000000e+02,1.304427684472522664e+00,3.044276844725226638e-01,5.568989375411382420e-03,2.915300000000000000e+04
2.362500000000000000e+02,1.241926285306539812e+00,2.419262853065398122e-01,-1.004983159305346567e-03,2.787400000000000000e+04
2.367500000000000000e+02,1.175814555223411828e+00,1.758145552234118281e-01,-2.856042703595404204e-03,2.650200000000000000e+04
2.372500000000000000e+02,1.094608730737806956e+00,9.460873073780695641e-02,-4.775156797355936504e-03,2.477600000000000000e+04
2.377500000000000000e+02,1.020410125064385332e+00,2.041012506438533158e-02,3.795442708910694036e-03,2.319400000000000000e+04
2.382500000000000000e+02,9.403840012231584611e-01,-5.961599877684153892e-02,-1.797483646688447477e-03,2.146500000000000000e+04
2.387500000000000000e+02,8.681297696295675603e-01,-1.318702303704324397e-01,1.274915917403066003e-03,1.989900000000000000e+04
2.392500000000000000e+02,8.038997331908511734e-01,-1.961002668091488266e-01,3.689487494382870120e-03,1.850400000000000000e+04
2.397500000000000000e+02,7.244926982880149913e-01,-2.755073017119850087e-01,-5.582280432626662994e-05,1.674600000000000000e+04
2.402500000000000000e+02,6.565961501472314943e-01,-3.434038498527685057e-01,1.771133183350791620e-03,1.524000000000000000e+04
2.407500000000000000e+02,5.849234067485028499e-01,-4.150765932514971501e-01,1.082464522875695428e-03,1.363300000000000000e+04
2.412500000000000000e+02,5.184958614782009256e-01,-4.815041385217990744e-01,1.238076571059620662e-04,1.213500000000000000e+04
2.417500000000000000e+02,4.715473819455646143e-01,-5.284526180544353302e-01,1.406523022050888043e-03,1.108200000000000000e+04
2.422500000000000000e+02,4.138369895649153807e-01,-5.861630104350845638e-01,-1.013016668183867007e-03,9.766000000000000000e+03
2.427500000000000000e+02,3.661771818388190325e-01,-6.338228181611809120e-01,-1.413497865483542577e-03,8.677000000000000000e+03
2.432500000000000000e+02,3.310092782073242867e-01,-6.689907217926757133e-01,9.326556322377696322e-04,7.876000000000000000e+03
2.437500000000000000e+02,2.972147931349240491e-01,-7.027852068650759509e-01,-1.923797475382083998e-04,7.101000000000000000e+03
2.442500000000000000e+02,2.699882786186187378e-01,-7.300117213813812622e-01,-7.456414359186177296e-04,6.477000000000000000e+03
2.447500000000000000e+02,2.506616334205402641e-01,-7.493383665794597359e-01,-2.867354070172981051e-04,6.038000000000000000e+03
2.452500000000000000e+02,2.459609118755034241e-01,-7.540390881244966037e-01,5.379221996168368717e-04,5.949000000000000000e+03
2.457500000000000000e+02,2.462375541089503461e-01,-7.537624458910496816e-01,-6.712324011701249109e-04,5.980000000000000000e+03
2.462500000000000000e+02,2.513080706194786296e-01,-7.486919293805214259e-01,-5.728151555597260809e-04,6.128000000000000000e+03
2.467500000000000000e+02,2.720195163755013135e-01,-7.279804836244987420e-01,2.841126146890409732e-05,6.660000000000000000e+03
2.472500000000000000e+02,2.956938050954296959e-01,-7.043061949045703596e-01,2.686436438435333557e-03,7.269000000000000000e+03
2.477500000000000000e+02,3.408098164227348903e-01,-6.591901835772651097e-01,3.580132022337880436e-03,8.412000000000000000e+03
2.482500000000000000e+02,3.732127076486412287e-01,-6.267872923513587713e-01,7.832746821356205945e-04,9.249000000000000000e+03
2.487500000000000000e+02,4.198208468316302344e-01,-5.801791531683697656e-01,4.103781677109185483e-03,1.044600000000000000e+04
2.492500000000000000e+02,4.656921134343628421e-01,-5.343078865656372134e-01,-3.468752494164445443e-04,1.163400000000000000e+04
